"시도별","요양기관종별","입원·외래별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"강원특별자치도","계","치과외래","내원일수[일]","일","1538252","1529960","1501269","1542601","1551687","1514280","1505549","1546625","1688689","1778887","1831580","1904133","1888793","1978288","1970668","2004260",
"강원특별자치도","계","치과외래","요양급여비용[천원]","천원","32707218","33208079","33443513","36160427","39495201","40255638","43292325","51828207","65803144","80031575","98264076","110139966","114182163","131107502","134335006","139668594",
"강원특별자치도","계","치과외래","급여비[천원]","천원","22603103","22990463","23297604","25263761","27603025","28123234","29924587","35127643","43951100","51995908","61512984","68795007","78206778","92267363","94677936","98299752",
"강원특별자치도","상급종합병원","계","청구건수[건]","건","14636","14739","15068","11802","12334","11179","18775","18464","18260","15576","16615","16788","16543","16158","11870","17149",
"강원특별자치도","상급종합병원","계","내원일수[일]","일","25911","26372","26874","19533","19444","19137","20032","19336","18988","16031","16877","17389","17120","16541","12376","17872",
"강원특별자치도","상급종합병원","계","요양급여비용[천원]","천원","1115938","1134383","1135751","894530","887343","844752","892096","1026376","1060127","838583","960276","1189801","1379428","1479701","1277877","1954911",
"강원특별자치도","상급종합병원","계","급여비[천원]","천원","531503","519944","506687","386237","329787","328230","335720","413956","431308","336943","380594","515730","673614","752277","706124","1068888",
"강원특별자치도","상급종합병원","치과입원","청구건수[건]","건","698","536","451","306","231","236","226","259","262","183","161","212","256","295","255","405",
"강원특별자치도","상급종합병원","치과입원","내원일수[일]","일","2943","2620","2941","1522","947","1212","880","1136","1035","683","567","829","848","701","805","1203",
"강원특별자치도","상급종합병원","치과입원","요양급여비용[천원]","천원","394595","356008","348410","251561","183881","210215","194222","238652","238639","184243","160233","272427","376028","381218","450546","700862",
"강원특별자치도","상급종합병원","치과입원","급여비[천원]","천원","312498","281315","267188","193792","141858","162726","152406","185829","185719","145007","126255","206350","295575","297782","342723","537067",
"강원특별자치도","상급종합병원","치과외래","청구건수[건]","건","13938","14203","14617","11496","12103","10943","18549","18205","17998","15393","16454","16576","16287","15863","11615","16744",
"강원특별자치도","상급종합병원","치과외래","내원일수[일]","일","22968","23752","23933","18011","18497","17925","19152","18200","17953","15348","16310","16560","16272","15840","11571","16669",
"강원특별자치도","상급종합병원","치과외래","요양급여비용[천원]","천원","721342","778374","787342","642969","703463","634537","697873","787724","821488","654340","800043","917374","1003400","1098483","827331","1254049",
"강원특별자치도","상급종합병원","치과외래","급여비[천원]","천원","219005","238629","239500","192445","187929","165504","183314","228127","245588","191936","254339","309380","378039","454495","363401","531821",
"강원특별자치도","종합병원","계","청구건수[건]","건","10424","11315","9216","12723","11757","11037","16326","19149","20820","18601","18533","22869","22677","23111","18185","12243",
"강원특별자치도","종합병원","계","내원일수[일]","일","18015","18968","16372","22448","20148","19321","17630","21731","23454","20168","19218","23869","23522","23866","18455","12287",
"강원특별자치도","종합병원","계","요양급여비용[천원]","천원","416490","445012","380021","545995","538976","600633","589711","762598","1048621","1078698","1224173","1535246","1687892","1882528","1322494","897679",
"강원특별자치도","종합병원","계","급여비[천원]","천원","238346","242207","207419","295370","294174","344939","343756","429458","596436","632123","683209","853206","1036758","1185854","820585","550489",
"강원특별자치도","종합병원","치과입원","청구건수[건]","건","319","268","237","276","208","285","356","352","349","306","327","393","314","362","187","57",
"강원특별자치도","종합병원","치과입원","내원일수[일]","일","2588","1708","1658","2085","1813","1668","1166","2935","3014","1970","1044","1411","1190","1177","521","129",
"강원특별자치도","종합병원","치과입원","요양급여비용[천원]","천원","61862","28521","33757","35036","46653","120206","131746","144489","188831","284905","215376","278675","268284","300002","131923","36567",
"강원특별자치도","종합병원","치과입원","급여비[천원]","천원","48828","22623","26423","28294","35386","90652","99735","107168","142855","213779","156831","197200","194636","216890","100731","26240",
"강원특별자치도","종합병원","치과외래","청구건수[건]","건","10105","11047","8979","12447","11549","10752","15970","18797","20471","18295","18206","22476","22363","22749","17998","12186",
"강원특별자치도","종합병원","치과외래","내원일수[일]","일","15427","17260","14714","20363","18335","17653","16464","18796","20440","18198","18174","22458","22332","22689","17934","12158",
"강원특별자치도","종합병원","치과외래","요양급여비용[천원]","천원","354628","416491","346265","510959","492323","480427","457964","618109","859791","793793","1008797","1256571","1419608","1582526","1190571","861112",
"강원특별자치도","종합병원","치과외래","급여비[천원]","천원","189518","219583","180996","267075","258788","254288","244021","322290","453581","418343","526378","656005","842122","968964","719854","524250",
"강원특별자치도","병원","계","청구건수[건]","건","1102","1043","2064","1572","914","531","3073","1844","1458","7417","10286","11419","11190","13259","15605","13963",
"강원특별자치도","병원","계","내원일수[일]","일","1503","1435","2614","2017","1122","650","3197","1824","1468","7203","10307","11375","11164","13172","15478","13776",
"강원특별자치도","병원","계","요양급여비용[천원]","천원","20745","21262","36690","31060","16641","10692","48464","38512","30649","302258","443097","681896","642542","932337","998567","945968",
"강원특별자치도","병원","계","급여비[천원]","천원","12709","12826","23363","19618","10314","6516","31707","24880","20045","177027","252806","380432","400437","622582","657782","620757",
"강원특별자치도","병원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","20","2","187","45","66","47","50","40","23",
"강원특별자치도","병원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","12","4","91","117","91","104","45","24",
"강원특별자치도","병원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","627","455","8564","2916","3704","1976","4504","2428","828",
"강원특별자치도","병원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","503","329","6779","2186","2607","1584","3689","1848","629",
"강원특별자치도","병원","치과외래","청구건수[건]","건","1102","1043","2064","1572","914","531","3073","1824","1456","7230","10241","11353","11143","13209","15565","13940",
"강원특별자치도","병원","치과외래","내원일수[일]","일","1503","1435","2614","2017","1122","650","3197","1824","1456","7199","10216","11258","11073","13068","15433","13752",
"강원특별자치도","병원","치과외래","요양급여비용[천원]","천원","20745","21262","36690","31060","16641","10692","48464","37885","30194","293694","440181","678193","640565","927833","996139","945140",
"강원특별자치도","병원","치과외래","급여비[천원]","천원","12709","12826","23363","19618","10314","6516","31707","24378","19716","170248","250620","377826","398853","618892","655934","620127",
"강원특별자치도","요양병원","계","청구건수[건]","건","","","","","","","-","","-","113","105","128","1740","815","532","447",
"강원특별자치도","요양병원","계","내원일수[일]","일","","","","","","","-","","-","110","104","128","1491","748","1178","2241",
"강원특별자치도","요양병원","계","요양급여비용[천원]","천원","","","","","","","-","","-","16692","18494","5595","100404","43930","23718","22094",
"강원특별자치도","요양병원","계","급여비[천원]","천원","","","","","","","-","","-","8821","10087","3373","61125","28146","14475","14462",
"강원특별자치도","요양병원","치과입원","청구건수[건]","건","","","","","","","-","","-","-","-","-","248","67","16","116",
"강원특별자치도","요양병원","치과입원","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","662","1910",
"강원특별자치도","요양병원","치과입원","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","30047","5256","1248","5688",
"강원특별자치도","요양병원","치과입원","급여비[천원]","천원","","","","","","","-","","-","-","-","-","18397","3832","899","4127",
"강원특별자치도","요양병원","치과외래","청구건수[건]","건","","","","","","","-","","-","113","105","128","1492","748","516","331",
"강원특별자치도","요양병원","치과외래","내원일수[일]","일","","","","","","","-","","-","110","104","128","1491","748","516","331",
"강원특별자치도","요양병원","치과외래","요양급여비용[천원]","천원","","","","","","","-","","-","16692","18494","5595","70358","38674","22470","16407",
"강원특별자치도","요양병원","치과외래","급여비[천원]","천원","","","","","","","-","","-","8821","10087","3373","42728","24314","13576","10334",
"강원특별자치도","정신병원","계","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","계","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","계","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","계","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과입원","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과입원","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과입원","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과입원","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과외래","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과외래","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과외래","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"강원특별자치도","정신병원","치과외래","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"강원특별자치도","치과병원","계","청구건수[건]","건","20399","22359","23512","26820","26442","29017","44921","43022","45970","55178","60119","62219","66904","68379","69902","74022",
"강원특별자치도","치과병원","계","내원일수[일]","일","31781","35329","36508","40951","40771","44553","46050","44063","46885","55955","60782","62520","67158","68761","70415","74145",
"강원특별자치도","치과병원","계","요양급여비용[천원]","천원","1279814","1472926","1499383","1706714","1675734","1932291","2006051","1982763","2254013","2918263","3670064","4138829","4733102","5049551","5273289","5619293",
"강원특별자치도","치과병원","계","급여비[천원]","천원","822137","957919","972745","1104473","1070690","1227808","1280726","1254772","1410119","1804806","2209374","2463961","2994604","3278505","3412567","3604779",
"강원특별자치도","치과병원","치과입원","청구건수[건]","건","515","634","604","678","594","526","616","473","458","458","402","444","597","542","581","505",
"강원특별자치도","치과병원","치과입원","내원일수[일]","일","1801","2299","2357","2362","1695","1587","1745","1519","1401","1283","1204","948","1072","1143","1319","859",
"강원특별자치도","치과병원","치과입원","요양급여비용[천원]","천원","273767","365141","351455","366655","292091","293335","333243","266204","244770","264619","262740","233236","324854","352134","457267","347310",
"강원특별자치도","치과병원","치과입원","급여비[천원]","천원","218422","291601","277041","290482","230512","233113","263447","212192","194257","208791","209577","187397","261946","281412","367364","278537",
"강원특별자치도","치과병원","치과외래","청구건수[건]","건","19884","21725","22908","26142","25848","28491","44305","42549","45512","54720","59717","61775","66307","67837","69321","73517",
"강원특별자치도","치과병원","치과외래","내원일수[일]","일","29980","33030","34151","38589","39076","42966","44305","42544","45484","54672","59578","61572","66086","67618","69096","73286",
"강원특별자치도","치과병원","치과외래","요양급여비용[천원]","천원","1006047","1107785","1147928","1340059","1383643","1638955","1672808","1716559","2009243","2653644","3407324","3905593","4408248","4697418","4816022","5271983",
"강원특별자치도","치과병원","치과외래","급여비[천원]","천원","603715","666318","695704","813991","840178","994695","1017279","1042580","1215862","1596015","1999797","2276564","2732659","2997093","3045203","3326242",
"강원특별자치도","치과의원","계","청구건수[건]","건","949565","1153403","1394334","1431340","1448644","1417185","1408068","1464697","1604248","1686610","1734040","1800677","1781656","1870980","1870001","1902574",
"강원특별자치도","치과의원","계","내원일수[일]","일","1431002","1420491","1394334","1431339","1448641","1417185","1407603","1463873","1602011","1682233","1725734","1790452","1770260","1856278","1854009","1886386",
"강원특별자치도","치과의원","계","요양급여비용[천원]","천원","30393300","30694446","30961480","33456433","36754125","37387475","40319523","48635642","62050099","75593516","92553084","103327297","106605858","122710950","126415994","131268122",
"강원특별자치도","치과의원","계","급여비[천원]","천원","21416910","21706829","22030667","23831165","26192211","26620819","28373643","33487122","41993210","49592034","58445858","65136770","73787666","87165802","89831991","93249298",
"강원특별자치도","치과의원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","-","-","1","2","-","-","-",
"강원특별자치도","치과의원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","치과의원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","-","-","6","33","-","-","-",
"강원특별자치도","치과의원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","-","-","5","27","-","-","-",
"강원특별자치도","치과의원","치과외래","청구건수[건]","건","949565","1153403","1394334","1431340","1448644","1417185","1408068","1464697","1604248","1686610","1734040","1800676","1781654","1870980","1870001","1902574",
"강원특별자치도","치과의원","치과외래","내원일수[일]","일","1431002","1420491","1394334","1431339","1448641","1417185","1407603","1463873","1602011","1682233","1725734","1790452","1770260","1856278","1854009","1886386",
"강원특별자치도","치과의원","치과외래","요양급여비용[천원]","천원","30393300","30694446","30961480","33456433","36754125","37387475","40319523","48635642","62050099","75593516","92553084","103327292","106605825","122710950","126415994","131268122",
"강원특별자치도","치과의원","치과외래","급여비[천원]","천원","21416910","21706829","22030667","23831165","26192211","26620819","28373643","33487122","41993210","49592034","58445858","65136766","73787639","87165802","89831991","93249298",
"강원특별자치도","보건기관","계","청구건수[건]","건","37371","33992","31523","32282","26016","17901","14828","1388","1345","1127","1464","1705","1279","2047","2109","1678",
"강원특별자치도","보건기관","계","내원일수[일]","일","37372","33992","31523","32282","26016","17901","14828","1388","1345","1127","1464","1705","1279","2047","2109","1678",
"강원특별자치도","보건기관","계","요양급여비용[천원]","천원","211155","189721","163808","178948","145007","103551","95693","32288","32329","25896","36152","49350","34158","51619","66477","51782",
"강원특별자치도","보건기관","계","급여비[천원]","천원","161245","146277","127374","139466","113605","81412","74622","23147","23142","18510","25904","35093","24739","37803","47978","37680",
"강원특별자치도","보건기관","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","보건기관","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","보건기관","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","보건기관","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","보건기관","치과외래","청구건수[건]","건","37371","33992","31523","32282","26016","17901","14828","1388","1345","1127","1464","1705","1279","2047","2109","1678",
"강원특별자치도","보건기관","치과외래","내원일수[일]","일","37372","33992","31523","32282","26016","17901","14828","1388","1345","1127","1464","1705","1279","2047","2109","1678",
"강원특별자치도","보건기관","치과외래","요양급여비용[천원]","천원","211155","189721","163808","178948","145007","103551","95693","32288","32329","25896","36152","49350","34158","51619","66477","51782",
"강원특별자치도","보건기관","치과외래","급여비[천원]","천원","161245","146277","127374","139466","113605","81412","74622","23147","23142","18510","25904","35093","24739","37803","47978","37680",
"강원특별자치도","한방병원","계","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","계","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","계","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","계","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과입원","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과입원","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과입원","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과입원","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과외래","청구건수[건]","건","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과외래","내원일수[일]","일","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과외래","요양급여비용[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"강원특별자치도","한방병원","치과외래","급여비[천원]","천원","","","","","","-","-","","-","-","-","-","-","-","-","-",
"충청북도","계","계","청구건수[건]","건","1001442","1229951","1497494","1554298","1558409","1584715","1664546","1731699","1860708","1950479","2052991","2119348","2145979","2245455","2228116","2310021",
"충청북도","계","계","내원일수[일]","일","1494413","1525871","1534990","1589874","1589134","1613523","1668084","1733229","1859933","1948313","2048029","2112256","2134895","2230918","2212041","2290381",
"충청북도","계","계","요양급여비용[천원]","천원","30992741","32825219","34119716","36819650","40297795","43120776","49050832","59985159","72527657","86580554","106172439","117291932","125766520","142382370","144191218","153087056",
"충청북도","계","계","급여비[천원]","천원","21554492","22865554","23817563","25724949","28103375","30051492","33928073","40589913","48573647","56556175","67146419","73946526","86316055","100116228","101479953","107683864",
"충청북도","계","치과입원","청구건수[건]","건","622","626","556","511","666","742","743","641","812","907","936","909","910","578","478","381",
"충청북도","계","치과입원","내원일수[일]","일","6044","5183","5283","4280","3868","3042","2865","3321","2942","3445","4845","5382","2983","1752","1371","715",
"충청북도","계","치과입원","요양급여비용[천원]","천원","401350","569396","417485","425368","382538","419564","446300","398679","383255","484497","501588","516394","462330","240568","159556","173001",
"충청북도","계","치과입원","급여비[천원]","천원","314860","442141","313830","320919","285118","315681","336880","299270","287853","357326","366861","375323","342165","177913","120071","130735",
"충청북도","계","치과외래","청구건수[건]","건","1000820","1229325","1496938","1553787","1557743","1583973","1663803","1731058","1859896","1949572","2052055","2118439","2145069","2244877","2227638","2309640",
"충청북도","계","치과외래","내원일수[일]","일","1488369","1520688","1529707","1585594","1585266","1610481","1665219","1729908","1856991","1944868","2043184","2106874","2131912","2229166","2210670","2289666",
"충청북도","계","치과외래","요양급여비용[천원]","천원","30591391","32255823","33702232","36394282","39915257","42701212","48604532","59586480","72144402","86096057","105670851","116775538","125304190","142141802","144031662","152914055",
"충청북도","계","치과외래","급여비[천원]","천원","21239632","22423413","23503733","25404030","27818256","29735810","33591193","40290643","48285794","56198849","66779558","73571203","85973890","99938315","101359883","107553129",
"충청북도","상급종합병원","계","청구건수[건]","건","2926","3298","3540","3753","4207","5536","5677","6651","6851","6047","6829","5893","7920","6565","6439","7380",
"충청북도","상급종합병원","계","내원일수[일]","일","5236","5626","6326","6660","7178","7447","5789","6787","6793","6111","6943","5980","8006","6616","6476","7387",
"충청북도","상급종합병원","계","요양급여비용[천원]","천원","219345","237668","279236","282139","329091","335339","241609","302939","316282","308488","427722","466677","749905","775962","657441","758501",
"충청북도","상급종합병원","계","급여비[천원]","천원","81508","88167","105725","97850","104629","112788","81468","101621","101925","101813","155979","171991","306610","344603","268561","313022",
"충청북도","상급종합병원","치과입원","청구건수[건]","건","28","24","21","29","19","47","52","53","49","37","67","65","99","88","65","57",
"충청북도","상급종합병원","치과입원","내원일수[일]","일","65","80","77","89","78","166","165","190","126","101","182","153","220","228","122","120",
"충청북도","상급종합병원","치과입원","요양급여비용[천원]","천원","14529","16533","16204","19168","17670","32816","35923","38322","28390","28036","62090","59194","92751","97553","73495","75231",
"충청북도","상급종합병원","치과입원","급여비[천원]","천원","11626","13327","13156","15362","14063","26117","28645","30070","22572","22243","49215","45633","69890","73870","56230","58467",
"충청북도","상급종합병원","치과외래","청구건수[건]","건","2898","3274","3519","3724","4188","5489","5625","6598","6802","6010","6762","5828","7821","6477","6374","7323",
"충청북도","상급종합병원","치과외래","내원일수[일]","일","5171","5546","6249","6571","7100","7281","5624","6597","6667","6010","6761","5827","7786","6388","6354","7267",
"충청북도","상급종합병원","치과외래","요양급여비용[천원]","천원","204816","221135","263032","262971","311421","302523","205686","264617","287892","280452","365631","407482","657154","678409","583946","683270",
"충청북도","상급종합병원","치과외래","급여비[천원]","천원","69882","74840","92569","82489","90566","86671","52823","71551","79353","79571","106764","126358","236720","270733","212330","254554",
"충청북도","종합병원","계","청구건수[건]","건","18653","23020","25110","27683","30731","35240","56088","59009","62412","67446","69888","70963","63528","61377","50576","47751",
"충청북도","종합병원","계","내원일수[일]","일","40805","47069","51773","55123","58417","62100","59694","61480","64114","69644","72660","74206","64598","61059","50718","47408",
"충청북도","종합병원","계","요양급여비용[천원]","천원","1423035","1846844","1898880","2023734","2203046","2369291","2359280","2617899","2907243","3536546","4393982","4587221","4291214","4326664","3655866","3418580",
"충청북도","종합병원","계","급여비[천원]","천원","822898","1078780","1057784","1124070","1203205","1294213","1295045","1412179","1557027","1893090","2308985","2411474","2486098","2587380","2169557","2004648",
"충청북도","종합병원","치과입원","청구건수[건]","건","594","602","535","482","647","695","691","588","759","864","800","791","789","465","284","235",
"충청북도","종합병원","치과입원","내원일수[일]","일","5979","5103","5206","4191","3790","2876","2700","3131","2783","3208","4009","4645","2457","891","1130","520",
"충청북도","종합병원","치과입원","요양급여비용[천원]","천원","386821","552863","401280","406200","364868","386748","410377","360357","354690","455928","421657","442086","356309","132069","70902","91504",
"충청북도","종합병원","치과입원","급여비[천원]","천원","303234","428815","300673","305558","271056","289564","308235","269200","265140","334816","308651","321707","263143","96380","52648","67719",
"충청북도","종합병원","치과외래","청구건수[건]","건","18059","22418","24575","27201","30084","34545","55397","58421","61653","66582","69088","70172","62739","60912","50292","47516",
"충청북도","종합병원","치과외래","내원일수[일]","일","34826","41966","46567","50932","54627","59224","56994","58349","61331","66436","68651","69561","62141","60168","49588","46888",
"충청북도","종합병원","치과외래","요양급여비용[천원]","천원","1036214","1293981","1497600","1617534","1838178","1982543","1948903","2257543","2552553","3080618","3972325","4145136","3934905","4194595","3584964","3327076",
"충청북도","종합병원","치과외래","급여비[천원]","천원","519665","649965","757111","818512","932149","1004649","986810","1142979","1291887","1558273","2000334","2089767","2222955","2491000","2116908","1936929",
"충청북도","병원","계","청구건수[건]","건","177","103","82","67","94","96","715","2135","1942","1991","2894","2328","1817","1896","4068","4316",
"충청북도","병원","계","내원일수[일]","일","207","129","117","108","166","174","714","2135","1964","2118","3468","2841","2093","2499","4125","4325",
"충청북도","병원","계","요양급여비용[천원]","천원","5458","2598","1868","1768","3134","3937","26242","78756","76101","80940","154266","120986","93217","108444","212691","228458",
"충청북도","병원","계","급여비[천원]","천원","3557","1692","1215","1151","2042","2564","15847","47429","45617","48062","89014","70271","58060","69492","140813","151492",
"충청북도","병원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","4","5","69","52","22","25","50","30",
"충청북도","병원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","33","134","654","584","306","633","119","75",
"충청북도","병원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","175","533","17841","15082","13270","10947","14641","5822",
"충청북도","병원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","141","267","8994","7957","9133","7663","10774","4191",
"충청북도","병원","치과외래","청구건수[건]","건","177","103","82","67","94","96","715","2135","1938","1986","2825","2276","1795","1871","4018","4286",
"충청북도","병원","치과외래","내원일수[일]","일","207","129","117","108","166","174","714","2135","1931","1984","2814","2257","1787","1866","4006","4250",
"충청북도","병원","치과외래","요양급여비용[천원]","천원","5458","2598","1868","1768","3134","3937","26242","78756","75927","80407","136425","105904","79947","97497","198050","222637",
"충청북도","병원","치과외래","급여비[천원]","천원","3557","1692","1215","1151","2042","2564","15847","47429","45476","47795","80020","62314","48928","61829","130039","147302",
"충청북도","요양병원","계","청구건수[건]","건","","","","","","","-","","-","-","-","-","-","-","83","62",
"충청북도","요양병원","계","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","4","3",
"충청북도","요양병원","계","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","-","-","673","498",
"충청북도","요양병원","계","급여비[천원]","천원","","","","","","","-","","-","-","-","-","-","-","511","390",
"충청북도","요양병원","치과입원","청구건수[건]","건","","","","","","","-","","-","-","-","-","-","-","79","59",
"충청북도","요양병원","치과입원","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","-","-",
"충청북도","요양병원","치과입원","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","-","-","519","444",
"충청북도","요양병원","치과입원","급여비[천원]","천원","","","","","","","-","","-","-","-","-","-","-","418","358",
"충청북도","요양병원","치과외래","청구건수[건]","건","","","","","","","-","","-","-","-","-","-","-","4","3",
"충청북도","요양병원","치과외래","내원일수[일]","일","","","","","","","-","","-","-","-","-","-","-","4","3",
"충청북도","요양병원","치과외래","요양급여비용[천원]","천원","","","","","","","-","","-","-","-","-","-","-","154","54",
"충청북도","요양병원","치과외래","급여비[천원]","천원","","","","","","","-","","-","-","-","-","-","-","93","33",
"충청북도","정신병원","계","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","계","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","계","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","계","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과입원","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과입원","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과입원","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과입원","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과외래","청구건수[건]","건","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과외래","내원일수[일]","일","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과외래","요양급여비용[천원]","천원","","","","","","","","","","","","","","","","-",
"충청북도","정신병원","치과외래","급여비[천원]","천원","","","","","","","","","","","","","","","","-",
"충청북도","치과병원","계","청구건수[건]","건","16032","16239","14577","18114","25826","24718","23479","22809","25004","36775","50237","54265","57935","57466","54211","61570",
"충청북도","치과병원","계","내원일수[일]","일","25954","25042","22617","23308","25826","24718","23478","22809","25001","36740","49990","53918","57505","57045","53847","61041",
"충청북도","치과병원","계","요양급여비용[천원]","천원","667084","613172","614840","661280","734544","721462","731607","779686","963375","1602195","2452151","2901243","3252346","3515570","3348011","3865548",
"충청북도","치과병원","계","급여비[천원]","천원","400309","372444","383233","412637","457526","449004","451935","477881","582889","953285","1427566","1679810","2039532","2265517","2154665","2476802",
"충청북도","치과병원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"충청북도","치과병원","치과입원","내원일수[일]","일","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"충청북도","치과병원","치과입원","요양급여비용[천원]","천원","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"충청북도","치과병원","치과입원","급여비[천원]","천원","-","-","-","-","-","-","-","","-","-","-","-","-","-","-","-",
"충청북도","치과병원","치과외래","청구건수[건]","건","16032","16239","14577","18114","25826","24718","23479","22809","25004","36775","50237","54265","57935","57466","54211","61570",
"충청북도","치과병원","치과외래","내원일수[일]","일","25954","25042","22617","23308","25826","24718","23478","22809","25001","36740","49990","53918","57505","57045","53847","61041",
"충청북도","치과병원","치과외래","요양급여비용[천원]","천원","667084","613172","614840","661280","734544","721462","731607","779686","963375","1602195","2452151","2901243","3252346","3515570","3348011","3865548",
"충청북도","치과병원","치과외래","급여비[천원]","천원","400309","372444","383233","412637","457526","449004","451935","477881","582889","953285","1427566","1679810","2039532","2265517","2154665","2476802",
"충청북도","치과의원","계","청구건수[건]","건","919199","1142164","1411525","1460591","1464408","1492558","1558023","1641095","1764499","1838220","1923143","1985899","2014779","2118151","2112739","2188942",
"충청북도","치과의원","계","내원일수[일]","일","1377756","1402878","1411497","1460585","1464404","1492517","1557845","1640018","1762061","1833700","1914968","1975311","2002693","2103699","2096871","2170217",
"충청북도","치과의원","계","요양급여비용[천원]","천원","28499117","29940368","31149908","33665358","36886249","39575963","45600930","56205878","68264656","81052385","98744318","109215805","117379838","133655730","136316536","144815471",
"충청북도","치과의원","계","급여비[천원]","천원","20105613","21178441","22131077","23941241","26222041","28100193","32010257","38550803","46286188","53559924","63164874","69612981","81425756","94849236","96745848","102737509",
"충청북도","치과의원","치과입원","청구건수[건]","건","-","-","-","-","-","-","-","","-","1","-","1","-","-","-","-",
